week_start,D_tomaten,D_salat,D_gurken,D_paprika
2025-05-05,60.7092526428672,50.209252642867156,42.70925264286716,41.209252642867156
2025-05-12,58.65797059158514,48.1579705915851,40.65797059158511,39.157970591585105
2025-05-19,59.024270957885506,48.52427095788546,41.02427095788548,39.52427095788547
2025-05-26,59.53709147070602,49.037091470705974,41.53709147070599,40.03709147070598
2025-06-02,55.31135531135537,51.811355311355314,38.81135531135533,41.81135531135535
2025-06-09,55.60439560439566,52.104395604395606,39.10439560439562,42.10439560439564
2025-06-16,56.55677655677661,53.056776556776555,40.056776556776576,43.0567765567766
2025-06-23,58.68131868131874,55.18131868131868,42.1813186813187,45.18131868131872
2025-06-30,58.13186813186819,54.63186813186813,41.63186813186815,44.631868131868174
2025-07-07,62.78983872345327,61.289838723453194,71.78983872345324,48.789838723453286
2025-07-14,58.39423432784887,56.8942343278488,67.39423432784885,44.394234327848885
2025-07-21,60.22573615935071,58.72573615935064,69.22573615935067,46.22573615935072
2025-07-28,59.56639550001004,58.06639550000997,68.56639550001002,45.56639550001006
2025-08-04,64.18864468864474,47.68864468864473,45.18864468864473,53.18864468864478
2025-08-11,66.27655677655684,49.776556776556816,47.27655677655682,55.27655677655687
2025-08-18,68.62087912087918,52.12087912087916,49.62087912087917,57.62087912087921
2025-08-25,63.78571428571435,47.285714285714334,44.78571428571433,52.78571428571438
2025-09-01,64.55677655677661,71.55677655677653,31.556776556776555,49.55677655677656
2025-09-08,63.67765567765573,70.67765567765565,30.67765567765568,48.677655677655686
2025-09-15,62.21245421245426,69.21245421245419,29.212454212454215,47.212454212454226
2025-09-22,62.50549450549455,69.50549450549448,29.505494505494507,47.50549450549452
2025-09-29,59.28205128205133,66.28205128205126,26.282051282051285,44.282051282051285
2025-10-06,59.03663003663001,54.03663003663003,32.536630036630044,54.03663003662997
2025-10-13,61.16117216117214,56.16117216117216,34.661172161172175,56.16117216117209
2025-10-20,58.37728937728935,53.37728937728937,31.877289377289387,53.377289377289316
2025-10-27,59.329670329670314,54.329670329670336,32.82967032967034,54.329670329670265
2025-11-03,59.10027116665667,72.60027116665665,38.10027116665666,65.10027116665663
2025-11-10,57.342029408414916,70.8420294084149,36.34202940841491,63.34202940841488
2025-11-17,56.646058712444216,70.14605871244419,35.64605871244421,62.64605871244417
2025-11-24,50.455582521968026,63.955582521968005,29.455582521968022,56.45558252196798
2025-12-01,62.029304029304036,67.529304029304,54.529304029304,55.52930402930401
2025-12-08,62.249084249084255,67.74908424908422,54.74908424908422,55.74908424908423
2025-12-15,65.32600732600733,70.8260073260073,57.8260073260073,58.8260073260073
2025-12-22,62.87179487179488,68.37179487179486,55.371794871794854,56.371794871794854
